0,-0.569,0,-2.81,0,3.037,0.741,0.08
4.81481e-07,-0.569,-4.81481e-07,-2.81,-4.81481e-07,3.037,0.741,0.0799999
2.81481e-06,-0.568997,-2.81481e-06,-2.81,-2.81481e-06,3.037,0.740997,0.0799997
7.14815e-06,-0.568993,-7.14815e-06,-2.80999,-7.14815e-06,3.03701,0.740993,0.0799995
1.34815e-05,-0.568987,-1.34815e-05,-2.80999,-1.34815e-05,3.03701,0.740987,0.0799993
2.18148e-05,-0.568978,-2.18148e-05,-2.80998,-2.18148e-05,3.03702,0.740978,0.0799992
3.21481e-05,-0.568968,-3.21481e-05,-2.80997,-3.21481e-05,3.03703,0.740968,0.079999
4.44815e-05,-0.568956,-4.44815e-05,-2.80996,-4.44815e-05,3.03704,0.740956,0.0799988
5.88148e-05,-0.568941,-5.88148e-05,-2.80994,-5.88148e-05,3.03706,0.740941,0.0799986
7.51481e-05,-0.568925,-7.51481e-05,-2.80992,-7.51481e-05,3.03708,0.740925,0.0799985
9.34815e-05,-0.568907,-9.34815e-05,-2.80991,-9.34815e-05,3.03709,0.740907,0.0799983
0.000113815,-0.568886,-0.000113815,-2.80989,-0.000113815,3.03711,0.740886,0.0799981
0.000136148,-0.568864,-0.000136148,-2.80986,-0.000136148,3.03714,0.740864,0.0799979
0.000160481,-0.56884,-0.000160481,-2.80984,-0.000160481,3.03716,0.74084,0.0799978
0.000186815,-0.568813,-0.000186815,-2.80981,-0.000186815,3.03719,0.740813,0.0799976
0.000215148,-0.568785,-0.000215148,-2.80978,-0.000215148,3.03722,0.740785,0.0799974
0.000245481,-0.568755,-0.000245481,-2.80975,-0.000245481,3.03725,0.740755,0.0799972
0.000277815,-0.568722,-0.000277815,-2.80972,-0.000277815,3.03728,0.740722,0.0799971
0.000312148,-0.568688,-0.000312148,-2.80969,-0.000312148,3.03731,0.740688,0.0799969
0.000348481,-0.568652,-0.000348481,-2.80965,-0.000348481,3.03735,0.740652,0.0799967
0.000386815,-0.568613,-0.000386815,-2.80961,-0.000386815,3.03739,0.740613,0.0799965
0.000427148,-0.568573,-0.000427148,-2.80957,-0.000427148,3.03743,0.740573,0.0799964
0.000469481,-0.568531,-0.000469481,-2.80953,-0.000469481,3.03747,0.740531,0.0799962
0.000513815,-0.568486,-0.000513815,-2.80949,-0.000513815,3.03751,0.740486,0.079996
0.000560148,-0.56844,-0.000560148,-2.80944,-0.000560127,3.03756,0.74044,0.0799958
0.000608481,-0.568392,-0.000608481,-2.80939,-0.00060741,3.03761,0.740392,0.0799957
0.000658815,-0.568341,-0.000658815,-2.80934,-0.000654709,3.03766,0.740341,0.0799955
0.000711148,-0.568289,-0.000711148,-2.80929,-0.000702008,3.03771,0.740289,0.0799953
0.000765481,-0.568235,-0.000765481,-2.80923,-0.000749307,3.03777,0.740235,0.0799951
0.000821815,-0.568178,-0.000821815,-2.80918,-0.000796606,3.03782,0.740178,0.079995
0.000880148,-0.56812,-0.000880148,-2.80912,-0.000843905,3.03788,0.74012,0.0799948
0.000940481,-0.56806,-0.000940481,-2.80906,-0.000891204,3.03794,0.74006,0.0799946
0.00100281,-0.567997,-0.00100281,-2.809,-0.000938503,3.038,0.739997,0.0799944
0.00106715,-0.567933,-0.00106715,-2.80893,-0.000985802,3.03807,0.739933,0.0799943
0.00113348,-0.567867,-0.00113348,-2.80887,-0.0010331,3.03813,0.739867,0.0799941
0.00120181,-0.567798,-0.00120181,-2.8088,-0.0010804,3.0382,0.739798,0.0799939
0.00127215,-0.567728,-0.00127215,-2.80873,-0.0011277,3.03827,0.739728,0.0799937
0.00134448,-0.567656,-0.00134448,-2.80866,-0.001175,3.03834,0.739656,0.0799936
0.00141881,-0.567581,-0.00141881,-2.80858,-0.0012223,3.03842,0.739581,0.0799934
0.00149515,-0.567505,-0.00149515,-2.8085,-0.0012696,3.0385,0.739505,0.0799932
0.00157348,-0.567427,-0.00157348,-2.80843,-0.00131689,3.03857,0.739427,0.079993
0.00165381,-0.567346,-0.00165381,-2.80835,-0.00136419,3.03865,0.739346,0.0799929
0.00173615,-0.567264,-0.00173615,-2.80826,-0.00141149,3.03874,0.739264,0.0799927
0.00182048,-0.56718,-0.00182048,-2.80818,-0.00145879,3.03882,0.73918,0.0799925
0.00190681,-0.567093,-0.00190681,-2.80809,-0.00150609,3.03891,0.739093,0.0799924
0.00199515,-0.567005,-0.00199515,-2.808,-0.00155339,3.039,0.739005,0.0799922
0.00208548,-0.566915,-0.00208548,-2.80791,-0.00160069,3.03909,0.738915,0.079992
0.00217781,-0.566822,-0.00217781,-2.80782,-0.00164799,3.03918,0.738822,0.0799918
0.00227215,-0.566728,-0.00227215,-2.80773,-0.00169529,3.03927,0.738728,0.0799917
0.00236848,-0.566632,-0.00236848,-2.80763,-0.00174259,3.03937,0.738632,0.0799915
0.00246681,-0.566533,-0.00246681,-2.80753,-0.00178988,3.03947,0.738533,0.0799913
0.00256715,-0.566433,-0.00256715,-2.80743,-0.00183718,3.03957,0.738433,0.0799911
0.00266948,-0.566331,-0.00266948,-2.80733,-0.00188448,3.03967,0.738331,0.079991
0.00277381,-0.566226,-0.00277381,-2.80723,-0.00193178,3.03977,0.738226,0.0799908
0.00288015,-0.56612,-0.00288015,-2.80712,-0.00197908,3.03988,0.73812,0.0799906
0.00298848,-0.566012,-0.00298848,-2.80701,-0.00202638,3.03999,0.738012,0.0799904
0.00309881,-0.565901,-0.00309881,-2.8069,-0.00207368,3.0401,0.737901,0.0799903
0.00321115,-0.565789,-0.00321115,-2.80679,-0.00212098,3.04021,0.737789,0.0799901
0.00332548,-0.565675,-0.00332548,-2.80667,-0.00216828,3.04033,0.737675,0.0799899
0.00344181,-0.565558,-0.00344181,-2.80656,-0.00221558,3.04044,0.737558,0.0799897
0.00356015,-0.56544,-0.00356015,-2.80644,-0.00226287,3.04056,0.73744,0.0799896
0.00368048,-0.56532,-0.00368048,-2.80632,-0.00231017,3.04068,0.73732,0.0799894
0.00380281,-0.565197,-0.00380281,-2.8062,-0.00235747,3.0408,0.737197,0.0799892
0.00392715,-0.565073,-0.00392715,-2.80607,-0.00240477,3.04093,0.737073,0.079989
0.00405348,-0.564947,-0.00405348,-2.80595,-0.00245207,3.04105,0.736947,0.0799889
0.00418181,-0.564818,-0.00418181,-2.80582,-0.00249937,3.04118,0.736818,0.0799887
0.00431215,-0.564688,-0.00431215,-2.80569,-0.00254667,3.04131,0.736688,0.0799885
0.00444448,-0.564556,-0.00444448,-2.80556,-0.00259397,3.04144,0.736556,0.0799883
0.00457881,-0.564421,-0.00457881,-2.80542,-0.00264127,3.04158,0.736421,0.0799882
0.00471515,-0.564285,-0.00471515,-2.80528,-0.00268857,3.04172,0.736285,0.079988
0.00485348,-0.564147,-0.00485348,-2.80515,-0.00273586,3.04185,0.736147,0.0799878
0.00499381,-0.564006,-0.00499381,-2.80501,-0.00278316,3.04199,0.736006,0.0799876
0.00513615,-0.563864,-0.00513615,-2.80486,-0.00283046,3.04214,0.735864,0.0799875
0.00528048,-0.56372,-0.00528048,-2.80472,-0.00287776,3.04228,0.73572,0.0799873
0.00542681,-0.563573,-0.00542681,-2.80457,-0.00292506,3.04243,0.735573,0.0799871
0.00557515,-0.563425,-0.00557515,-2.80442,-0.00297236,3.04258,0.735425,0.0799869
0.00572548,-0.563275,-0.00572548,-2.80427,-0.00301966,3.04273,0.735275,0.0799868
0.00587781,-0.563122,-0.00587781,-2.80412,-0.00306696,3.04288,0.735122,0.0799866
0.00603215,-0.562968,-0.00603215,-2.80397,-0.00311426,3.04303,0.734968,0.0799864
0.00618848,-0.562812,-0.00618848,-2.80381,-0.00316156,3.04319,0.734812,0.0799862
0.00634681,-0.562653,-0.00634681,-2.80365,-0.00320885,3.04335,0.734653,0.0799861
0.00650715,-0.562493,-0.00650715,-2.80349,-0.00325615,3.04351,0.734493,0.0799859
0.00666948,-0.562331,-0.00666948,-2.80333,-0.00330345,3.04367,0.734331,0.0799857
0.00683381,-0.562166,-0.00683381,-2.80317,-0.00335075,3.04383,0.734166,0.0799855
0.00700015,-0.562,-0.00700015,-2.803,-0.00339805,3.044,0.734,0.0799854
0.00716848,-0.561832,-0.00716848,-2.80283,-0.00344535,3.04417,0.733832,0.0799852
0.00733881,-0.561661,-0.00733881,-2.80266,-0.00349265,3.04434,0.733661,0.079985
0.00751115,-0.561489,-0.00751115,-2.80249,-0.00353995,3.04451,0.733489,0.0799848
0.00768548,-0.561315,-0.00768548,-2.80231,-0.00358725,3.04469,0.733315,0.0799847
0.00786181,-0.561138,-0.00786181,-2.80214,-0.00363455,3.04486,0.733138,0.0799845
0.00804015,-0.56096,-0.00804015,-2.80196,-0.00368184,3.04504,0.73296,0.0799843
0.00822048,-0.56078,-0.00822048,-2.80178,-0.00372914,3.04522,0.73278,0.0799841
0.00840281,-0.560597,-0.00840281,-2.8016,-0.00377644,3.0454,0.732597,0.079984
0.00858715,-0.560413,-0.00858715,-2.80141,-0.00382374,3.04559,0.732413,0.0799838
0.00877348,-0.560227,-0.00877348,-2.80123,-0.00387104,3.04577,0.732227,0.0799836
0.00896181,-0.560038,-0.00896181,-2.80104,-0.00391834,3.04596,0.732038,0.0799834
0.00915215,-0.559848,-0.00915215,-2.80085,-0.00396564,3.04615,0.731848,0.0799833
0.00934448,-0.559656,-0.00934448,-2.80066,-0.00401294,3.04634,0.731656,0.0799831
0.00953881,-0.559461,-0.00953881,-2.80046,-0.00406024,3.04654,0.731461,0.0799829
0.00973515,-0.559265,-0.00973515,-2.80026,-0.00410754,3.04674,0.731265,0.0799827
0.00993348,-0.559067,-0.00993348,-2.80007,-0.00415483,3.04693,0.731067,0.0799826
0.0101338,-0.558866,-0.0101338,-2.79987,-0.00420213,3.04713,0.730866,0.0799824
0.0103361,-0.558664,-0.0103361,-2.79966,-0.00424943,3.04734,0.730664,0.0799822
0.0105405,-0.55846,-0.0105405,-2.79946,-0.00429673,3.04754,0.73046,0.079982
0.0107468,-0.558253,-0.0107468,-2.79925,-0.00434403,3.04775,0.730253,0.0799819
0.0109551,-0.558045,-0.0109551,-2.79904,-0.00439133,3.04796,0.730045,0.0799817
0.0111655,-0.557835,-0.0111655,-2.79883,-0.00443863,3.04817,0.729835,0.0799815
0.0113778,-0.557622,-0.0113778,-2.79862,-0.00448593,3.04838,0.729622,0.0799813
0.0115921,-0.557408,-0.0115921,-2.79841,-0.00453323,3.04859,0.729408,0.0799812
0.0118085,-0.557192,-0.0118085,-2.79819,-0.00458053,3.04881,0.729192,0.079981
0.0120268,-0.556973,-0.0120268,-2.79797,-0.00462782,3.04903,0.728973,0.0799808
0.0122471,-0.556753,-0.0122471,-2.79775,-0.00467512,3.04925,0.728753,0.0799806
0.0124695,-0.556531,-0.0124695,-2.79753,-0.00472242,3.04947,0.728531,0.0799805
0.0126938,-0.556306,-0.0126938,-2.79731,-0.00476972,3.04969,0.728306,0.0799803
0.0129201,-0.55608,-0.0129201,-2.79708,-0.00481702,3.04992,0.72808,0.0799801
0.0131485,-0.555852,-0.0131485,-2.79685,-0.00486432,3.05015,0.727852,0.0799799
0.0133788,-0.555621,-0.0133788,-2.79662,-0.00491162,3.05038,0.727621,0.0799798
0.0136111,-0.555389,-0.0136111,-2.79639,-0.00495892,3.05061,0.727389,0.0799796
0.0138455,-0.555155,-0.0138455,-2.79615,-0.00500622,3.05085,0.727155,0.0799794
0.0140818,-0.554918,-0.0140818,-2.79592,-0.00505352,3.05108,0.726918,0.0799792
0.0143201,-0.55468,-0.0143201,-2.79568,-0.00510082,3.05132,0.72668,0.0799791
0.0145605,-0.55444,-0.0145605,-2.79544,-0.00514811,3.05156,0.72644,0.0799789
0.0148028,-0.554197,-0.0148028,-2.7952,-0.00519541,3.0518,0.726197,0.0799787
0.0150471,-0.553953,-0.0150471,-2.79495,-0.00524271,3.05205,0.725953,0.0799785
0.0152935,-0.553707,-0.0152935,-2.79471,-0.00529001,3.05229,0.725707,0.0799784
